disc_code,year,discipline,disc,otherpostgraduate,bachelor,otherundergraduate,enablingcourses,nonawardcourses,totaleftsl,doctorate,masters,stud_contrib,band,disc_accval,treat,treat_group,disc_num,dup,gap,_spell,_seq,_end,length,short,t,ln_bachelor,ln_stud_contrib,dem_bachelor,ln_dem_bachelor,de_treat,np1,np2,event_time1,event_time2,event_time
031599,2009,aerospace engineering and technology,aerospaceengineeringandtechnology,106,231,3,0,10,390,11,29,7412,2,Aerospace Eng. & Technology nec,0,0,aerospaceengineeringandtechnology,0,0,1,4,0,13,0,3,5.4424176,8.9108553,-31.538452,-.10204268,0,0,0,,,
031599,2010,aerospace engineering and technology,aerospaceengineeringandtechnology,80,300,16,0,< 10,437,< 10,28,7567,2,Aerospace Eng. & Technology nec,0,0,aerospaceengineeringandtechnology,0,0,1,5,0,13,0,4,5.7037826,8.9315519,37.461548,.15932226,0,0,0,,,
031599,2011,aerospace engineering and technology,aerospaceengineeringandtechnology,74,328,21,0,< 5,458,np,23,7756,2,Aerospace Eng. & Technology nec,0,0,aerospaceengineeringandtechnology,0,0,1,6,0,13,0,5,5.7930136,8.9562216,65.461548,.24855328,0,0,0,,,
031599,2012,aerospace engineering and technology,aerospaceengineeringandtechnology,71,284,37,0,5,437,11,30,4520,2,Aerospace Eng. & Technology nec,0,0,aerospaceengineeringandtechnology,0,0,1,7,0,13,0,6,5.6489744,8.4162674,21.461548,.10451412,0,0,0,,,
031599,2013,aerospace engineering and technology,aerospaceengineeringandtechnology,116,309,79,0,< 5,550,np,31,8363,2,Aerospace Eng. & Technology nec,0,0,aerospaceengineeringandtechnology,0,0,1,8,0,13,0,7,5.7333412,9.0315723,46.461548,.18888092,0,0,0,,,
031599,2014,aerospace engineering and technology,aerospaceengineeringandtechnology,92,289,61,0,1,486,10,34,8613,2,Aerospace Eng. & Technology nec,0,0,aerospaceengineeringandtechnology,0,0,1,9,0,13,0,8,5.6664267,9.0610275,26.461548,.12196636,0,0,0,,,
031599,2015,aerospace engineering and technology,aerospaceengineeringandtechnology,94,230,42,0,2,412,13,30,8768,2,Aerospace Eng. & Technology nec,0,0,aerospaceengineeringandtechnology,0,0,1,10,0,13,0,9,5.4380794,9.0788641,-32.538452,-.10638094,0,0,0,,,
031599,2016,aerospace engineering and technology,aerospaceengineeringandtechnology,106,259,34,0,1,435,10,25,8917,2,Aerospace Eng. & Technology nec,0,0,aerospaceengineeringandtechnology,0,0,1,11,0,13,0,10,5.556828,9.0957146,-3.5384521,.012367725,0,0,0,,,
031599,2017,aerospace engineering and technology,aerospaceengineeringandtechnology,56,277,49,1,2,427,14,28,9050,2,Aerospace Eng. & Technology n.e.c.,0,0,aerospaceengineeringandtechnology,0,0,1,12,0,13,0,11,5.6240177,9.1105204,14.461548,.079557419,0,0,0,,,
031599,2018,aerospace engineering and technology,aerospaceengineeringandtechnology,61,368,71,0,4,543,11,30,9185,2,Aerospace Engineering & Technology n.e.c.,0,0,aerospaceengineeringandtechnology,0,0,1,13,1,13,0,12,5.908083,9.1253271,105.46155,.36362267,0,0,0,,,
031799,2006,maritime engineering and technology,maritimeengineeringandtechnology,0,11,136,0,0,149,2,0,6979,2,Maritime Eng. & Technology nec,0,0,maritimeengineeringandtechnology,0,0,1,1,0,13,0,0,2.3978953,8.8506613,-59.153847,-1.3313565,0,0,0,,,
031799,2007,maritime engineering and technology,maritimeengineeringandtechnology,1,16,216,0,1,235,1,1,7118,2,Maritime Eng. & Technology nec,0,0,maritimeengineeringandtechnology,0,0,1,2,0,13,0,1,2.7725887,8.8703823,-54.153847,-.95666313,0,0,0,,,
031799,2008,maritime engineering and technology,maritimeengineeringandtechnology,1,12,101,0,1,117,1,2,7260,2,Maritime Eng. & Technology nec,0,0,maritimeengineeringandtechnology,0,0,1,3,0,13,0,2,2.4849067,8.8901348,-58.153847,-1.2443452,0,0,0,,,
031799,2009,maritime engineering and technology,maritimeengineeringandtechnology,1,15,109,0,1,130,3,1,7412,2,Maritime Eng. & Technology nec,0,0,maritimeengineeringandtechnology,0,0,1,4,0,13,0,3,2.7080503,8.9108553,-55.153847,-1.0212016,0,0,0,,,
031799,2010,maritime engineering and technology,maritimeengineeringandtechnology,< 10,13,107,0,< 10,129,< 10,< 10,7567,2,Maritime Eng. & Technology nec,0,0,maritimeengineeringandtechnology,0,0,1,5,0,13,0,4,2.5649493,8.9315519,-57.153847,-1.1643026,0,0,0,,,
031799,2011,maritime engineering and technology,maritimeengineeringandtechnology,< 5,20,101,0,< 5,129,< 5,< 5,7756,2,Maritime Eng. & Technology nec,0,0,maritimeengineeringandtechnology,0,0,1,6,0,13,0,5,2.9957323,8.9562216,-50.153847,-.73351955,0,0,0,,,
031799,2012,maritime engineering and technology,maritimeengineeringandtechnology,< 5,42,76,0,0,130,< 5,6,4520,2,Maritime Eng. & Technology nec,0,0,maritimeengineeringandtechnology,0,0,1,7,0,13,0,6,3.7376697,8.4162674,-28.153847,.0084178448,0,0,0,,,
031799,2013,maritime engineering and technology,maritimeengineeringandtechnology,< 5,212,< 5,0,< 5,228,< 5,5,8363,2,Maritime Eng. & Technology nec,0,0,maritimeengineeringandtechnology,0,0,1,8,0,13,0,7,5.3565865,9.0315723,141.84616,1.6273346,0,0,0,,,
031799,2014,maritime engineering and technology,maritimeengineeringandtechnology,5,123,2,0,1,140,3,6,8613,2,Maritime Eng. & Technology nec,0,0,maritimeengineeringandtechnology,0,0,1,9,0,13,0,8,4.8121843,9.0610275,52.846153,1.0829325,0,0,0,,,
031799,2015,maritime engineering and technology,maritimeengineeringandtechnology,4,165,2,0,1,180,3,5,8768,2,Maritime Eng. & Technology nec,0,0,maritimeengineeringandtechnology,0,0,1,10,0,13,0,9,5.1059456,9.0788641,94.846153,1.3766937,0,0,0,,,
031799,2016,maritime engineering and technology,maritimeengineeringandtechnology,3,108,2,0,0,121,5,4,8917,2,Maritime Eng. & Technology nec,0,0,maritimeengineeringandtechnology,0,0,1,11,0,13,0,10,4.6821313,9.0957146,37.846153,.95287943,0,0,0,,,
031799,2017,maritime engineering and technology,maritimeengineeringandtechnology,8,112,1,0,0,132,5,5,9050,2,Maritime Eng. & Technology n.e.c.,0,0,maritimeengineeringandtechnology,0,0,1,12,0,13,0,11,4.7184987,9.1105204,41.846153,.98924685,0,0,0,,,
031799,2018,maritime engineering and technology,maritimeengineeringandtechnology,6,63,0,0,0,78,3,6,9185,2,Maritime Engineering & Technology n.e.c.,0,0,maritimeengineeringandtechnology,0,0,1,13,1,13,0,12,4.1431346,9.1253271,-7.1538467,.41388273,0,0,0,,,
039900,2006,other engineering and related technologies,otherengineeringandrelatedtechnologies,89,1312,41,1,12,1586,38,94,6979,2,Other Eng. & Related Techn.,0,0,otherengineeringandrelatedtechnologies,0,0,1,1,0,13,0,0,7.1793079,8.8506613,-793.0769,-.43973923,0,0,0,,,
039900,2007,other engineering and related technologies,otherengineeringandrelatedtechnologies,104,1433,57,2,11,1787,61,118,7118,2,Other Eng. & Related Techn.,0,0,otherengineeringandrelatedtechnologies,0,0,1,2,0,13,0,1,7.2675252,8.8703823,-672.0769,-.35152197,0,0,0,,,
039900,2008,other engineering and related technologies,otherengineeringandrelatedtechnologies,120,1482,88,25,10,1902,50,127,7260,2,Other Eng. & Related Techn.,0,0,otherengineeringandrelatedtechnologies,0,0,1,3,0,13,0,2,7.3011479,8.8901348,-623.0769,-.31789923,0,0,0,,,
039900,2009,other engineering and related technologies,otherengineeringandrelatedtechnologies,117,1597,137,47,9,2131,57,166,7412,2,Other Eng. & Related Techn.,0,0,otherengineeringandrelatedtechnologies,0,0,1,4,0,13,0,3,7.3758821,8.9108553,-508.0769,-.24316502,0,0,0,,,
039900,2010,other engineering and related technologies,otherengineeringandrelatedtechnologies,106,1721,163,76,16,2312,55,176,7567,2,Other Eng. & Related Techn.,0,0,otherengineeringandrelatedtechnologies,0,0,1,5,0,13,0,4,7.4506607,8.9315519,-384.0769,-.16838646,0,0,0,,,
039900,2011,other engineering and related technologies,otherengineeringandrelatedtechnologies,109,1848,191,59,19,2456,85,145,7756,2,Other Eng. & Related Techn.,0,0,otherengineeringandrelatedtechnologies,0,0,1,6,0,13,0,5,7.5218592,8.9562216,-257.0769,-.097187996,0,0,0,,,
039900,2012,other engineering and related technologies,otherengineeringandrelatedtechnologies,107,2392,237,61,19,3056,62,178,4520,2,Other Eng. & Related Techn.,0,0,otherengineeringandrelatedtechnologies,0,0,1,7,0,13,0,6,7.7798853,8.4162674,286.9231,.16083813,0,0,0,,,
039900,2013,other engineering and related technologies,otherengineeringandrelatedtechnologies,92,2531,199,53,27,3217,69,247,8363,2,Other Eng. & Related Techn.,0,0,otherengineeringandrelatedtechnologies,0,0,1,8,0,13,0,7,7.83637,9.0315723,425.9231,.21732283,0,0,0,,,
039900,2014,other engineering and related technologies,otherengineeringandrelatedtechnologies,66,2552,154,52,28,3202,78,273,8613,2,Other Eng. & Related Techn.,0,0,otherengineeringandrelatedtechnologies,0,0,1,9,0,13,0,8,7.8446326,9.0610275,446.9231,.22558546,0,0,0,,,
039900,2015,other engineering and related technologies,otherengineeringandrelatedtechnologies,69,2671,168,43,20,3386,106,309,8768,2,Other Eng. & Related Techn.,0,0,otherengineeringandrelatedtechnologies,0,0,1,10,0,13,0,9,7.8902082,9.0788641,565.9231,.27116108,0,0,0,,,
039900,2016,other engineering and related technologies,otherengineeringandrelatedtechnologies,62,2600,187,4,20,3246,76,298,8917,2,Other Eng. & Related Techn.,0,0,otherengineeringandrelatedtechnologies,0,0,1,11,0,13,0,10,7.8632669,9.0957146,494.9231,.24421978,0,0,0,,,
039900,2017,other engineering and related technologies,otherengineeringandrelatedtechnologies,49,2600,149,3,21,3190,70,298,9050,2,Other Eng. & Related Techn.,0,0,otherengineeringandrelatedtechnologies,0,0,1,12,0,13,0,11,7.8632669,9.1105204,494.9231,.24421978,0,0,0,,,
039900,2018,other engineering and related technologies,otherengineeringandrelatedtechnologies,52,2627,152,2,14,3166,69,251,9185,2,Other Engineering & Related Technology,0,0,otherengineeringandrelatedtechnologies,0,0,1,13,1,13,0,12,7.8735976,9.1253271,521.9231,.25455046,0,0,0,,,
040199,2006,architecture and urban environment,architectureandurbanenvironment,177,2784,24,0,9,3257,55,209,6979,2,Architecture&Urban Environ nec,0,0,architectureandurbanenvironment,0,0,1,1,0,13,0,0,7.931644,8.8506613,-68.615479,-.023356438,0,0,0,,,
040199,2007,architecture and urban environment,architectureandurbanenvironment,254,2918,18,0,9,3536,46,292,7118,2,Architecture&Urban Environ nec,0,0,architectureandurbanenvironment,0,0,1,2,0,13,0,1,7.9786539,8.8703823,65.384521,.023653507,0,0,0,,,
040199,2008,architecture and urban environment,architectureandurbanenvironment,213,2896,28,0,11,4346,40,1159,7260,2,Architecture&Urban Environ nec,0,0,architectureandurbanenvironment,0,0,1,3,0,13,0,2,7.9710855,8.8901348,43.384521,.016085148,0,0,0,,,
040199,2009,architecture and urban environment,architectureandurbanenvironment,150,2858,25,0,8,4093,55,996,7412,2,Architecture&Urban Environ nec,0,0,architectureandurbanenvironment,0,0,1,4,0,13,0,3,7.9578772,8.9108553,5.3845215,.0028767586,0,0,0,,,
040199,2010,architecture and urban environment,architectureandurbanenvironment,143,2997,25,< 10,np,4251,61,1000,7567,2,Architecture&Urban Environ nec,0,0,architectureandurbanenvironment,0,0,1,5,0,13,0,4,8.0053673,8.9315519,144.38452,.050366879,0,0,0,,,
040199,2011,architecture and urban environment,architectureandurbanenvironment,126,3044,36,< 5,np,4293,67,1004,7756,2,Architecture&Urban Environ nec,0,0,architectureandurbanenvironment,0,0,1,6,0,13,0,5,8.0209274,8.9562216,191.38452,.065927029,0,0,0,,,
040199,2012,architecture and urban environment,architectureandurbanenvironment,103,2712,37,< 5,np,3932,62,1006,4520,2,Architecture&Urban Environ nec,0,0,architectureandurbanenvironment,0,0,1,7,0,13,0,6,7.9054418,8.4162674,-140.61548,-.04955864,0,0,0,,,
040199,2013,architecture and urban environment,architectureandurbanenvironment,92,2576,55,< 5,np,3859,61,1065,8363,2,Architecture&Urban Environ nec,0,0,architectureandurbanenvironment,0,0,1,8,0,13,0,7,7.8539929,9.0315723,-276.61548,-.10100746,0,0,0,,,
040199,2014,architecture and urban environment,architectureandurbanenvironment,67,2819,65,3,6,4079,85,1034,8613,2,Architecture&Urban Environ nec,0,0,architectureandurbanenvironment,0,0,1,9,0,13,0,8,7.9441376,9.0610275,-33.615479,-.010862827,0,0,0,,,
040199,2015,architecture and urban environment,architectureandurbanenvironment,80,2753,118,3,6,3986,58,968,8768,2,Architecture&Urban Environ nec,0,0,architectureandurbanenvironment,0,0,1,10,0,13,0,9,7.9204464,9.0788641,-99.615479,-.034554005,0,0,0,,,
040199,2016,architecture and urban environment,architectureandurbanenvironment,81,2979,128,2,4,4184,59,931,8917,2,Architecture&Urban Environ nec,0,0,architectureandurbanenvironment,0,0,1,11,0,13,0,10,7.9993429,9.0957146,126.38452,.044342518,0,0,0,,,
040199,2017,architecture and urban environment,architectureandurbanenvironment,68,2791,190,4,4,4084,57,971,9050,2,Architecture&Urban Environ n.e.c.,0,0,architectureandurbanenvironment,0,0,1,12,0,13,0,11,7.9341555,9.1105204,-61.615479,-.020844936,0,0,0,,,
040199,2018,architecture and urban environment,architectureandurbanenvironment,62,2957,141,3,5,4067,53,846,9185,2,Architecture & Urban Environ n.e.c.,0,0,architectureandurbanenvironment,0,0,1,13,1,13,0,12,7.9919305,9.1253271,104.38452,.036930084,0,0,0,,,
040399,2006,building,building,28,758,17,0,5,840,1,32,6979,2,Building nec,0,0,building,0,0,1,1,0,13,0,0,6.6306834,8.8506613,-234.30768,-.23907757,0,0,0,,,
040399,2007,building,building,36,704,11,0,6,790,4,28,7118,2,Building nec,0,0,building,0,0,1,2,0,13,0,1,6.5567784,8.8703823,-288.30768,-.31298256,0,0,0,,,
040399,2008,building,building,32,768,13,0,6,863,7,37,7260,2,Building nec,0,0,building,0,0,1,3,0,13,0,2,6.6437898,8.8901348,-224.30768,-.22597122,0,0,0,,,
040399,2009,building,building,32,769,12,0,6,858,2,37,7412,2,Building nec,0,0,building,0,0,1,4,0,13,0,3,6.6450911,8.9108553,-223.30768,-.22466993,0,0,0,,,
040399,2010,building,building,30,692,37,0,< 10,819,< 10,51,7567,2,Building nec,0,0,building,0,0,1,5,0,13,0,4,6.5395861,8.9315519,-300.30768,-.33017492,0,0,0,,,
040399,2011,building,building,30,839,45,0,np,967,< 5,46,7756,2,Building nec,0,0,building,0,0,1,6,0,13,0,5,6.7322106,8.9562216,-153.30768,-.13755035,0,0,0,,,
040399,2012,building,building,31,1051,59,0,np,1205,< 5,56,4520,2,Building nec,0,0,building,0,0,1,7,0,13,0,6,6.9574976,8.4162674,58.692322,.087736607,0,0,0,,,
040399,2013,building,building,41,1074,75,0,np,1269,< 5,69,8363,2,Building nec,0,0,building,0,0,1,8,0,13,0,7,6.9791451,9.0315723,81.692322,.10938406,0,0,0,,,
040399,2014,building,building,41,1108,43,0,2,1273,7,71,8613,2,Building nec,0,0,building,0,0,1,9,0,13,0,8,7.0103121,9.0610275,115.69232,.14055109,0,0,0,,,
040399,2015,building,building,41,1146,55,0,3,1318,6,67,8768,2,Building nec,0,0,building,0,0,1,10,0,13,0,9,7.0440331,9.0788641,153.69232,.17427206,0,0,0,,,
040399,2016,building,building,45,1210,57,0,3,1385,8,62,8917,2,Building nec,0,0,building,0,0,1,11,0,13,0,10,7.0983758,9.0957146,217.69232,.22861481,0,0,0,,,
040399,2017,building,building,28,1288,59,0,5,1447,12,55,9050,2,Building n.e.c.,0,0,building,0,0,1,12,0,13,0,11,7.1608458,9.1105204,295.69232,.29108477,0,0,0,,,
040399,2018,building,building,30,1493,62,0,4,1641,9,43,9185,2,Building n.e.c.,0,0,building,0,0,1,13,1,13,0,12,7.3085427,9.1253271,500.69232,.43878174,0,0,0,,,
050300,2006,horticulture and viticulture,horticultureandviticulture,27,53,2,0,1,106,15,9,6979,2,Horticulture and Viticulture,0,0,horticultureandviticulture,0,0,1,1,0,13,0,0,3.9702919,8.8506613,23.307692,.68601131,0,0,0,,,
050300,2007,horticulture and viticulture,horticultureandviticulture,19,50,13,0,1,88,2,3,7118,2,Horticulture and Viticulture,0,0,horticultureandviticulture,0,0,1,2,0,13,0,1,3.9120231,8.8703823,20.307692,.62774253,0,0,0,,,
050300,2008,horticulture and viticulture,horticultureandviticulture,9,28,2,0,0,59,1,18,7260,2,Horticulture and Viticulture,0,0,horticultureandviticulture,0,0,1,3,0,13,0,2,3.3322046,8.8901348,-1.6923084,.047924042,0,0,0,,,
050300,2009,horticulture and viticulture,horticultureandviticulture,10,47,4,0,0,78,2,14,7412,2,Horticulture and Viticulture,0,0,horticultureandviticulture,0,0,1,4,0,13,0,3,3.8501475,8.9108553,17.307692,.56586695,0,0,0,,,
050300,2010,horticulture and viticulture,horticultureandviticulture,11,45,< 10,0,< 10,75,< 10,12,7567,2,Horticulture and Viticulture,0,0,horticultureandviticulture,0,0,1,5,0,13,0,4,3.8066626,8.9315519,15.307692,.52238202,0,0,0,,,
050300,2011,horticulture and viticulture,horticultureandviticulture,7,30,np,0,0,58,< 5,12,7756,2,Horticulture and Viticulture,0,0,horticultureandviticulture,0,0,1,6,0,13,0,5,3.4011974,8.9562216,.30769157,.11691689,0,0,0,,,
050300,2012,horticulture and viticulture,horticultureandviticulture,11,27,np,0,0,55,< 5,10,4520,2,Horticulture and Viticulture,0,0,horticultureandviticulture,0,0,1,7,0,13,0,6,3.2958369,8.4162674,-2.6923084,.011556387,0,0,0,,,
050300,2013,horticulture and viticulture,horticultureandviticulture,15,24,np,0,< 5,60,< 5,12,8363,2,Horticulture and Viticulture,0,0,horticultureandviticulture,0,0,1,8,0,13,0,7,3.1780539,9.0315723,-5.6923084,-.10622668,0,0,0,,,
050300,2014,horticulture and viticulture,horticultureandviticulture,19,14,22,0,0,69,1,13,8613,2,Horticulture and Viticulture,0,0,horticultureandviticulture,0,0,1,9,0,13,0,8,2.6390574,9.0610275,-15.692308,-.64522314,0,0,0,,,
050300,2015,horticulture and viticulture,horticultureandviticulture,22,14,12,0,0,59,1,10,8768,2,Horticulture and Viticulture,0,0,horticultureandviticulture,0,0,1,10,0,13,0,9,2.6390574,9.0788641,-15.692308,-.64522314,0,0,0,,,
050300,2016,horticulture and viticulture,horticultureandviticulture,19,18,11,0,1,58,1,9,8917,2,Horticulture and Viticulture,0,0,horticultureandviticulture,0,0,1,11,0,13,0,10,2.8903718,9.0957146,-11.692308,-.39390874,0,0,0,,,
050300,2017,horticulture and viticulture,horticultureandviticulture,21,18,42,0,0,98,5,11,9050,2,Horticulture and Viticulture,0,0,horticultureandviticulture,0,0,1,12,0,13,0,11,2.8903718,9.1105204,-11.692308,-.39390874,0,0,0,,,
050300,2018,horticulture and viticulture,horticultureandviticulture,13,18,12,0,0,54,2,8,9185,2,Horticulture and Viticulture,0,0,horticultureandviticulture,0,0,1,13,1,13,0,12,2.8903718,9.1253271,-11.692308,-.39390874,0,0,0,,,
050501,2006,forestry studies,forestrystudies,1,14,8,0,0,30,4,3,6979,2,Forestry Studies,0,0,forestrystudies,0,0,1,1,0,13,0,0,2.6390574,8.8506613,4.5384617,.54777217,0,0,0,,,
050501,2007,forestry studies,forestrystudies,2,11,16,0,0,31,2,2,7118,2,Forestry Studies,0,0,forestrystudies,0,0,1,2,0,13,0,1,2.3978953,8.8703823,1.5384617,.30661011,0,0,0,,,
050501,2008,forestry studies,forestrystudies,4,9,5,0,0,37,2,18,7260,2,Forestry Studies,0,0,forestrystudies,0,0,1,3,0,13,0,2,2.1972246,8.8901348,-.46153831,.10593939,0,0,0,,,
050501,2009,forestry studies,forestrystudies,3,15,2,0,0,37,7,11,7412,2,Forestry Studies,0,0,forestrystudies,0,0,1,4,0,13,0,3,2.7080503,8.9108553,5.5384617,.61676502,0,0,0,,,
050501,2010,forestry studies,forestrystudies,< 10,5,< 10,0,< 10,37,< 10,19,7567,2,Forestry Studies,0,0,forestrystudies,0,0,1,5,0,13,0,4,1.6094379,8.9315519,-4.4615383,-.48184729,0,0,0,,,
050501,2011,forestry studies,forestrystudies,< 5,8,0,0,< 5,30,< 5,14,7756,2,Forestry Studies,0,0,forestrystudies,0,0,1,6,0,13,0,5,2.0794415,8.9562216,-1.4615383,-.011843681,0,0,0,,,
050501,2012,forestry studies,forestrystudies,< 5,7,0,0,< 5,31,5,15,4520,2,Forestry Studies,0,0,forestrystudies,0,0,1,7,0,13,0,6,1.9459101,8.4162674,-2.4615383,-.14537513,0,0,0,,,
050501,2013,forestry studies,forestrystudies,np,12,0,0,0,33,< 5,12,8363,2,Forestry Studies,0,0,forestrystudies,0,0,1,8,0,13,0,7,2.4849067,9.0315723,2.5384617,.39362144,0,0,0,,,
050501,2014,forestry studies,forestrystudies,3,15,0,0,1,32,2,11,8613,2,Forestry Studies,0,0,forestrystudies,0,0,1,9,0,13,0,8,2.7080503,9.0610275,5.5384617,.61676502,0,0,0,,,
050501,2015,forestry studies,forestrystudies,2,17,0,0,0,38,4,14,8768,2,Forestry Studies,0,0,forestrystudies,0,0,1,10,0,13,0,9,2.8332133,9.0788641,7.5384617,.7419281,0,0,0,,,
050501,2016,forestry studies,forestrystudies,2,3,0,0,0,19,4,10,8917,2,Forestry Studies,0,0,forestrystudies,0,0,1,11,0,13,0,10,1.0986123,9.0957146,-6.4615383,-.99267292,0,0,0,,,
050501,2017,forestry studies,forestrystudies,3,4,0,0,0,21,5,9,9050,2,Forestry Studies,0,0,forestrystudies,0,0,1,12,0,13,0,11,1.3862944,9.1105204,-5.4615383,-.70499086,0,0,0,,,
050501,2018,forestry studies,forestrystudies,4,3,0,0,0,26,8,12,9185,2,Forestry Studies,0,0,forestrystudies,0,0,1,13,1,13,0,12,1.0986123,9.1253271,-6.4615383,-.99267292,0,0,0,,,
050799,2006,fisheries studies,fisheriesstudies,3,35,5,0,0,49,3,2,6979,2,Fisheries Studies nec,0,0,fisheriesstudies,0,0,1,1,0,13,0,0,3.5553482,8.8506613,7,.26031113,0,0,0,,,
050799,2007,fisheries studies,fisheriesstudies,2,27,3,0,0,41,6,3,7118,2,Fisheries Studies nec,0,0,fisheriesstudies,0,0,1,2,0,13,0,1,3.2958369,8.8703823,-1,.00079989433,0,0,0,,,
050799,2008,fisheries studies,fisheriesstudies,3,22,2,0,0,33,3,3,7260,2,Fisheries Studies nec,0,0,fisheriesstudies,0,0,1,3,0,13,0,2,3.0910425,8.8901348,-6,-.20399451,0,0,0,,,
050799,2009,fisheries studies,fisheriesstudies,2,30,5,0,0,39,1,2,7412,2,Fisheries Studies nec,0,0,fisheriesstudies,0,0,1,4,0,13,0,3,3.4011974,8.9108553,2,.1061604,0,0,0,,,
050799,2010,fisheries studies,fisheriesstudies,< 10,33,< 10,0,0,52,10,< 10,7567,2,Fisheries Studies nec,0,0,fisheriesstudies,0,0,1,5,0,13,0,4,3.4965076,8.9315519,5,.20147061,0,0,0,,,
050799,2011,fisheries studies,fisheriesstudies,5,29,6,0,0,47,< 5,np,7756,2,Fisheries Studies nec,0,0,fisheriesstudies,0,0,1,6,0,13,0,5,3.3672957,8.9562216,1,.072258711,0,0,0,,,
050799,2012,fisheries studies,fisheriesstudies,< 5,46,5,0,0,66,6,< 5,4520,2,Fisheries Studies nec,0,0,fisheriesstudies,0,0,1,7,0,13,0,6,3.8286414,8.4162674,18,.53360438,0,0,0,,,
050799,2013,fisheries studies,fisheriesstudies,< 5,26,11,0,0,50,< 5,7,8363,2,Fisheries Studies nec,0,0,fisheriesstudies,0,0,1,8,0,13,0,7,3.2580965,9.0315723,-2,-.036940575,0,0,0,,,
050799,2014,fisheries studies,fisheriesstudies,5,34,6,0,0,50,2,4,8613,2,Fisheries Studies nec,0,0,fisheriesstudies,0,0,1,9,0,13,0,8,3.5263605,9.0610275,6,.23132348,0,0,0,,,
050799,2015,fisheries studies,fisheriesstudies,6,20,6,0,0,40,2,7,8768,2,Fisheries Studies nec,0,0,fisheriesstudies,0,0,1,10,0,13,0,9,2.9957323,9.0788641,-8,-.29930472,0,0,0,,,
050799,2016,fisheries studies,fisheriesstudies,5,27,5,0,0,48,3,8,8917,2,Fisheries Studies nec,0,0,fisheriesstudies,0,0,1,11,0,13,0,10,3.2958369,9.0957146,-1,.00079989433,0,0,0,,,
050799,2017,fisheries studies,fisheriesstudies,3,18,3,0,0,33,4,5,9050,2,Fisheries Studies n.e.c.,0,0,fisheriesstudies,0,0,1,12,0,13,0,11,2.8903718,9.1105204,-10,-.40466523,0,0,0,,,
050799,2018,fisheries studies,fisheriesstudies,1,17,2,0,0,27,1,6,9185,2,Fisheries Studies n.e.c.,0,0,fisheriesstudies,0,0,1,13,1,13,0,12,2.8332133,9.1253271,-11,-.4618237,0,0,0,,,
050999,2006,environmental studies,environmentalstudies,132,916,22,0,5,1255,53,127,6979,2,Environmental Studies nec,0,0,environmentalstudies,0,0,1,1,0,13,0,0,6.8200164,8.8506613,-383.46155,-.33591223,0,0,0,,,
050999,2007,environmental studies,environmentalstudies,173,922,23,0,5,1345,53,170,7118,2,Environmental Studies nec,0,0,environmentalstudies,0,0,1,2,0,13,0,1,6.8265452,8.8703823,-377.46155,-.32938337,0,0,0,,,
050999,2008,environmental studies,environmentalstudies,157,1105,19,0,9,1557,64,203,7260,2,Environmental Studies nec,0,0,environmentalstudies,0,0,1,3,0,13,0,2,7.0076008,8.8901348,-194.46155,-.14832783,0,0,0,,,
050999,2009,environmental studies,environmentalstudies,170,1165,17,2,9,1650,50,239,7412,2,Environmental Studies nec,0,0,environmentalstudies,0,0,1,4,0,13,0,3,7.0604763,8.9108553,-134.46155,-.095452309,0,0,0,,,
050999,2010,environmental studies,environmentalstudies,171,1332,27,< 10,np,1877,66,264,7567,2,Environmental Studies nec,0,0,environmentalstudies,0,0,1,5,0,13,0,4,7.194437,8.9315519,32.538452,.038508415,0,0,0,,,
050999,2011,environmental studies,environmentalstudies,146,1304,25,< 5,np,1795,61,246,7756,2,Environmental Studies nec,0,0,environmentalstudies,0,0,1,6,0,13,0,5,7.1731915,8.9562216,4.5384521,.017262936,0,0,0,,,
050999,2012,environmental studies,environmentalstudies,126,1469,26,< 5,np,1965,63,268,4520,2,Environmental Studies nec,0,0,environmentalstudies,0,0,1,7,0,13,0,6,7.2923369,8.4162674,169.53845,.13640833,0,0,0,,,
050999,2013,environmental studies,environmentalstudies,132,1546,27,< 5,np,2063,66,279,8363,2,Environmental Studies nec,0,0,environmentalstudies,0,0,1,8,0,13,0,7,7.3434262,9.0315723,246.53845,.18749762,0,0,0,,,
050999,2014,environmental studies,environmentalstudies,93,1436,16,2,13,1875,60,255,8613,2,Environmental Studies nec,0,0,environmentalstudies,0,0,1,9,0,13,0,8,7.2696166,9.0610275,136.53845,.11368799,0,0,0,,,
050999,2015,environmental studies,environmentalstudies,75,1561,27,1,12,1979,63,241,8768,2,Environmental Studies nec,0,0,environmentalstudies,0,0,1,10,0,13,0,9,7.3530817,9.0788641,261.53845,.19715309,0,0,0,,,
050999,2016,environmental studies,environmentalstudies,80,1428,35,2,10,1891,86,250,8917,2,Environmental Studies nec,0,0,environmentalstudies,0,0,1,11,0,13,0,10,7.26403,9.0957146,128.53845,.10810137,0,0,0,,,
050999,2017,environmental studies,environmentalstudies,68,1365,37,5,13,1790,67,235,9050,2,Environmental Studies n.e.c.,0,0,environmentalstudies,0,0,1,12,0,13,0,11,7.2189097,9.1105204,65.538452,.062981129,0,0,0,,,
050999,2018,environmental studies,environmentalstudies,61,1344,42,3,7,1744,67,220,9185,2,Environmental Studies n.e.c.,0,0,environmentalstudies,0,0,1,13,1,13,0,12,7.2034054,9.1253271,44.538452,.047476768,0,0,0,,,
